2024-11-27 14:09:19
Procesando companies...
Post ID 215635 - Contacts Info: 52-55 5695-0708, ventas@umpeqtv.com.mx, https://www.facebook.com/UMPEQ-123671771000756/?ref=br_rs, @umpeq
Post ID 215636 - Contacts Info: 52-558532-5954, https://www.facebook.com/videostaff.com.mx, @videostaff
Post ID 215637 - Contacts Info: 57-3103332-223, info@xtrategy.co, https://www.facebook.com/xtrategy.co, @xtrategyco
Post ID 215632 - Contacts Info: info@shackletongroup.com, @shackletongroup
Post ID 215633 - Contacts Info: info.spain@in-storemedia.com, @instore_es
Post ID 215634 - Contacts Info: info@scopesi.com.ar
Post ID 215629 - Contacts Info: alexa@alientovision.com, https://www.facebook.com/alientovision/, @alientovision
Post ID 215630 - Contacts Info: SEATTLE.CAREERS@POSSIBLE.COM, https://www.facebook.com/POSSIBLE.com, @POSSIBLE
Post ID 215631 - Contacts Info: www.facebook.com/Wunderman, @Wunderman
Post ID 215626 - Contacts Info: contacto@tresnews.com.mx, https://www.facebook.com/tresnews, @TresNews
Post ID 215627 - Contacts Info: Jonathan.hall@kantaraddedvalue.com, www.facebook.com/AddedValueGroup, @AddedValueGroup
Post ID 215628 - Contacts Info: https://www.facebook.com/cwsonderoptic, @CWSonderoptic
Post ID 215624 - No se encontraron contactos.
Post ID 215625 - Contacts Info: 44-207587-6480
Post ID 215621 - Contacts Info: https://www.facebook.com/neuplot.tv/, @neuplot
Post ID 215622 - No se encontraron contactos.
Post ID 215623 - Contacts Info: 1-305358-3122, www.facebook.com/pg/accenture/, @Accenture
Post ID 215619 - Contacts Info: 559132-4770, www.facebook.com/AeromexicoMX, @Aeromexico
Post ID 215620 - No se encontraron contactos.
Post ID 215616 - Contacts Info: @KocoVega
Post ID 215617 - Contacts Info: 44-2077515-6409, 44-020751-56490, distribution@english-club.tv, https://www.facebook.com/pg/EnglishClubTVChannel/about/?ref=page_internal, @ectvltd
Post ID 215618 - No se encontraron contactos.
Post ID 215613 - Contacts Info: @kocovega
Post ID 215614 - Contacts Info: ventas@jerryml.com, https://www.facebook.com/pg/jerry.ml.1/, @jerryml1
Post ID 215615 - Contacts Info: millercoorsonline@casupport.com, https://www.facebook.com/MillerCoors, @MillerCoors
Post ID 215610 - Contacts Info: www.facebook.com/discoverychannelespana, @DiscoveryESP
Post ID 215611 - No se encontraron contactos.
Post ID 215612 - Contacts Info: info@themadmediacompany.eu
Post ID 215609 - Contacts Info: https://www.facebook.com/venturebeat, @VentureBeat
Post ID 215608 - Contacts Info: 34-958136-022, info@galdo.com
Post ID 215606 - No se encontraron contactos.
Post ID 215607 - No se encontraron contactos.
Post ID 215605 - Contacts Info: 447836-584-506, contact@pistachio.co.uk, https://www.facebook.com/PistachioPictures/, @PistachioPic
Post ID 215603 - Contacts Info: hola@almaina.tv
Post ID 215604 - No se encontraron contactos.
Post ID 215600 - No se encontraron contactos.
Post ID 215601 - Contacts Info: gabi@gabiochoa.com
Post ID 215602 - No se encontraron contactos.
Post ID 215597 - Contacts Info: www.facebook.com/Pasarela.GrupoAudiovisual, @grupopasarela
Post ID 215598 - Contacts Info: www.facebook.com/musiclibrarysoundfx?ref=hl, @musiclibrarysfx
Post ID 215599 - No se encontraron contactos.
Post ID 215595 - Contacts Info: info@castillalamanchafilm.com, www.facebook.com/clmfc/, @CLM_FC
Post ID 215596 - No se encontraron contactos.
Post ID 215592 - Contacts Info: sdtmarketing@skyworth.com
Post ID 215593 - Contacts Info: juan@agallasfilms.es
Post ID 215594 - No se encontraron contactos.
Post ID 215589 - Contacts Info: new_business@pacocollective.com, @pacocollective
Post ID 215590 - No se encontraron contactos.
Post ID 215591 - Contacts Info: 33-1407478-89, sonia@atlantique-productions.fr, https://www.facebook.com/LagardereStudios, @atlantiqueprod
Post ID 215586 - Contacts Info: portocabo@portocabo.com, www.facebook.com/Portocabo, @Portocabo
Post ID 215587 - Contacts Info: vozaudiovisual@vozaudiovisual.com, www.facebook.com/Voz-Audiovisual-276484965731173/, @VozAudiovisual
Post ID 215588 - No se encontraron contactos.
Post ID 215583 - Contacts Info: info@crtvg.es, www.facebook.com/CRTVG/, @crtvg
Post ID 215584 - No se encontraron contactos.
Post ID 215585 - Contacts Info: www.facebook.com/fundacionSGAE/, @fundacionsgae
Post ID 215581 - Contacts Info: www.facebook.com/IPGMediabrands, @ipgmediabrands
Post ID 215582 - Contacts Info: cluster@clag.es, https://www.facebook.com/comunicacion.clag, @ClagAudiovisual
Post ID 215578 - Contacts Info: info@kpmg.es, @KPMG_ES
Post ID 215579 - Contacts Info: www.abano.es, @AbanoProducions, https://www.facebook.com/AbanoProd/about, info@abano.es,  +34-981 33-0677
Post ID 215580 - No se encontraron contactos.
Post ID 215575 - No se encontraron contactos.
Post ID 215576 - Contacts Info: fake@fakestudio.tv, https://www.facebook.com/fakestudio, @fakebcn
Post ID 215577 - Contacts Info: hello@viralgains.com, https://www.facebook.com/ViralGains/, @ViralGains
Post ID 215573 - Contacts Info: accounting@diktator.tv
Post ID 215574 - No se encontraron contactos.
Post ID 215570 - Contacts Info: info@miramemira.com
Post ID 215571 - Contacts Info: www.facebook.com/ficcion.producciones, @ficcionProduc
Post ID 215572 - Contacts Info: laiguanacine@gmail.com, www.facebook.com/LaIguanaCine/
Post ID 215567 - No se encontraron contactos.
Post ID 215568 - Contacts Info: www.facebook.com/Frida-Films-123958464328188, @FridaFilms
Post ID 215569 - No se encontraron contactos.
Post ID 215564 - No se encontraron contactos.
Post ID 215565 - Contacts Info: info@truthinitiative.org, https://www.facebook.com/truthinitiative, @truthinitiative
Post ID 215566 - Contacts Info: www.facebook.com/VisomDigital
Post ID 215561 - No se encontraron contactos.
Post ID 215562 - Contacts Info: @Teads
Post ID 215563 - Contacts Info: defalcon@defalcon.com, www.facebook.com/defalconmusic, @DEFALCONmusic
Post ID 215558 - Contacts Info: 34-922531-11, +34-638765-164, hello@canaryislandsfilm.com, @CanaryIslandsFilm
Post ID 215559 - No se encontraron contactos.
Post ID 215560 - Contacts Info: info@pablobarrera.es, @_pablobarrera_
Post ID 215555 - Contacts Info: saulinomusic@gmail.com, www.facebook.com/pg/Saulino-Music-290351067756903/about/?ref=page_internal
Post ID 215556 - Contacts Info: 34-670676-371, cliffhanger@cliffhangertv.com
Post ID 215557 - No se encontraron contactos.
Post ID 215553 - Contacts Info: https://www.facebook.com/pg/Forumdesimages/, @forumdesimages
Post ID 215554 - Contacts Info: yle.news@yle.fi, @yleisradio, @ylenews
Post ID 215550 - Contacts Info: hola@fairweather-ssba.es
Post ID 215551 - Contacts Info: contact@castingland.net
Post ID 215552 - Contacts Info: prensa@agapi.org
Post ID 215547 - Contacts Info: www.facebook.com/CRTVG, @crtvg
Post ID 215548 - Contacts Info: https://www.facebook.com/Dirige-1515351358770229/, @Dirigeasoc
Post ID 215549 - No se encontraron contactos.
Post ID 215544 - Contacts Info: 49-89 9608-55106, info@studio100media.com
Post ID 215545 - Contacts Info: 1-781565-5001, @NuanceInc
Post ID 215546 - Contacts Info: sm@steinias.com, www.facebook.com/SteinIAS, @SteinIAS
Post ID 215541 - Contacts Info: www.facebook.com/pjaadvertising, @@agencypja
Post ID 215542 - Contacts Info: info@tagtoday.net, www.facebook.com/tagtoday, @tag_today
Post ID 215543 - Contacts Info: info@capit.org.ar, https://www.facebook.com/tvcapit, @tvcapit
Post ID 215538 - Contacts Info: reservafilms@gmail.com, www.facebook.com/pg/reservafilms/about/, @ReservaFilms
Post ID 215539 - Contacts Info: hernan@thecutclub.com, www.facebook.com/thecutclub
Post ID 215540 - Contacts Info: north-am@witbe.net, @witbe
Post ID 215535 - Contacts Info: 58-2129922-986, comercialattv@gmail.com
Post ID 215536 - Contacts Info: https://www.facebook.com/condesafilms, @condesafilms
Post ID 215537 - Contacts Info: editor@hiplatina.com, https://www.facebook.com/hiplatinas/, @Hip_Latina
Post ID 215533 - Contacts Info: contacto@mktconsulting.mx, www.facebook.com/MarketingConsultingMx/, @mktconsulting1
Post ID 215534 - Contacts Info: +34-981536-730, produccion@ficcion-producciones.com, https://www.facebook.com/ficcion.producciones, @ficcionProduc
Post ID 215530 - Contacts Info: contact@trektel.com
Post ID 215531 - Contacts Info: info@stechs.com.ar, @StechsLat
Post ID 215532 - Contacts Info: +5939824-4472, +5932248-6122, info@touchefilms.com, https://www.facebook.com/2bLatam, @2bLatam
Post ID 215527 - Contacts Info: www.facebook.com/McKinsey/, @McKinsey
Post ID 215528 - No se encontraron contactos.
Post ID 215529 - Contacts Info: hola@eurekatv.mx
Post ID 215524 - Contacts Info: 593-2222-5371
Post ID 215525 - Contacts Info: 0158276-8489, info@boxer.co.uk, www.facebook.com/boxersystems, @boxer_systems
Post ID 215526 - Contacts Info: 1-818954-0189, Info@ImagcraftProductions.com, www.facebook.com/ImagecraftTV, @ImagecraftTV
Post ID 215521 - Contacts Info: 1-800 422-2537, sales@clfd.net, https://www.facebook.com/pages/Clearfield/133369070025496, @ClearfieldFiber
Post ID 215522 - Contacts Info: 49-894440-9935, info@yes-architecture.com
Post ID 215523 - No se encontraron contactos.
Post ID 215518 - Contacts Info: info@mulatafilms.com.ar, https://www.facebook.com/pg/mulatafilms/about/?ref=page_internal
Post ID 215519 - Contacts Info: 34-9797029-06, info@sociograph.es, https://www.facebook.com/SociographNeuromarketing, @Sociograph
Post ID 215520 - Contacts Info: +1-800238-7514, marketing@ptsupply.com
Post ID 215515 - Contacts Info: 52-1556275-0777, @ignotoplanet
Post ID 215516 - Contacts Info: leonel@mc-dynamics.com
Post ID 215517 - Contacts Info: securehybridcomms@airbus.com, www.facebook.com/SecureLandCommunications/?fref=ts, @SecureSols
Post ID 215512 - Contacts Info: https://www.facebook.com/cuamocmx, @cuamocmx
Post ID 215513 - Contacts Info: contact@decidata.tv, https://www.facebook.com/decidata/, @decidatatv
Post ID 215514 - Contacts Info: www.facebook.com/PublicisItaly
Post ID 215509 - No se encontraron contactos.
Post ID 215510 - Contacts Info: info@digisoft.tv, @DigisoftTV
Post ID 215511 - Contacts Info: press@snap.com, @Snap
Post ID 215506 - Contacts Info: info@kontixuvisuals.com, https://www.facebook.com/videoproduccionesmexico/?ref=bookmarks
Post ID 215507 - Contacts Info: 52-6562518-989
Post ID 215508 - No se encontraron contactos.
Post ID 215503 - Contacts Info: info@btfmedia.com, https://www.facebook.com/btfmediamx/, BTF_Media
Post ID 215504 - Contacts Info: https://www.facebook.com/lfantefilms/
Post ID 215505 - Contacts Info: contacto@avenafilms.com
Post ID 215500 - Contacts Info: info@lotame.com, https://www.facebook.com/LotameSolutions, @Lotame
Post ID 215501 - Contacts Info: 1-646810-3944, athenafilmfestival@gmail.com, www.facebook.com/pg/athenafilmfestival/about/?ref=page_internal, @Athenafilmfest
Post ID 215502 - Contacts Info: 34-914260-818, https://www.facebook.com/cosmopolitantelevision, @cosmopolitan_tv
Post ID 215497 - Contacts Info: www.facebook.com/teamtint, @tint
Post ID 215498 - Contacts Info: www.facebook.com/WhartonSchool, @Wharton
Post ID 215499 - Contacts Info: www.facebook.com/NydiaMonarrez.SpanishVo/, @nmonarrez2001
Post ID 215494 - Contacts Info: info@bcecmktg.com, www.facebook.com/BCEXMarketing/
Post ID 215495 - Contacts Info: info@bcexmktg.com, www.facebook.com/BCEXMarketing/
Post ID 215496 - Contacts Info: 1-310372-0990, talent@deforestsearch.com, www.facebook.com/De-Forest-Search-Partners-198168851408/, @DeForestSearch
Post ID 215492 - No se encontraron contactos.
Post ID 215493 - No se encontraron contactos.
Post ID 215489 - Contacts Info: 1-303899-4007, info@decentrix.com, www.facebook.com/Decentrix, @Decentrix
Post ID 215490 - Contacts Info: 52-556378-7268, contacto@culturacolectiva.com, ventas@culturacolectiva.com, https://es-la.facebook.com/CulturaColectiv/, @CulturaColectiv
Post ID 215491 - Contacts Info: contact@m8agency.com, www.facebook.com/m8agency, @@M8agency
Post ID 215487 - Contacts Info: info@televvd.com
Post ID 215488 - Contacts Info: www.facebook.com/avocadosfrommexico, @AvosfromMexico
Post ID 215484 - Contacts Info: 1-212620-7454, court@cledorgroup.com
Post ID 215485 - Contacts Info: orio.uria@garagefilms.net, https://www.facebook.com/garagefilmsproduction/, @garagefilmsprod
Post ID 215486 - Contacts Info: info@remezcla.com, www.facebook.com/Remezcla/, @REMEZCLA
Post ID 215481 - No se encontraron contactos.
Post ID 215482 - Contacts Info: produccionesmaradentro@gmail.com, https://www.facebook.com/Producciones-Mar-Adentro-191325444256513/timeline
Post ID 215483 - Contacts Info: 521-614 4130-787, creaaudio@gmail.com, https://www.facebook.com/CreAudio-Studio-Qubo-Casa-Productora-167775246611828/timeline
Procesados 5500 companies...
Post ID 215478 - Contacts Info: info@fancycontent.com., www.facebook.com/FancyContent, @FancyTweetsLA
Post ID 215479 - Contacts Info: general@storyrocket.com, https://www.facebook.com/pg/storyrocketweb/about/, @storyrocketweb
Post ID 215480 - No se encontraron contactos.
Post ID 215475 - Contacts Info: info@mexicoproductionservices.com, https://www.facebook.com/Take-One-Mexico-Production-Services-80967269846/
Post ID 215476 - Contacts Info: 1-6194289-909, info@bajastudios.com, https://www.facebook.com/Baja-Studios-189640921120214/
Post ID 215477 - Contacts Info: 521-6241043-515, info@bajalaprod.com
Post ID 215473 - Contacts Info: ddopro@gmail.com, https://www.facebook.com/pg/DDO-PRODUCCIONES-146917475413808/about/?ref=page_internal
Post ID 215474 - Contacts Info: info@conectafiction.com, https://www.facebook.com/Conecta-Fiction-147052065790541/, @Conecta_Fiction
Post ID 215469 - Contacts Info: info@mosaico.media, https://www.facebook.com/MosaicoMediaMx/, @MosaicoMedia
Post ID 215470 - No se encontraron contactos.
Post ID 215471 - Contacts Info: https://www.facebook.com/AnimactivaMx?fref=ts
Post ID 215472 - Contacts Info: 52-6643688-491, info@kinepost.com, rentas@kinepost.com, https://www.facebook.com/kinepost
Post ID 215467 - No se encontraron contactos.
Post ID 215468 - Contacts Info: 52-4495573-069, contacto.produccion@yahoo.com, https://www.facebook.com/pg/Maraca-Films-242203315887844
Post ID 215464 - Contacts Info: info@acoustic.agency, https://www.facebook.com/acousticgroup, @AcousticGroupSG
Post ID 215465 - Contacts Info: SalesLATAM@ekt-digital.com
Post ID 215466 - Contacts Info: 34-67002-8541, www.facebook.com/Hitsbook, @Hitsbook
Post ID 215461 - Contacts Info: https://www.facebook.com/impactocine, @impactocine
Post ID 215462 - Contacts Info: info@off-hollywoodfilms.com
Post ID 215463 - Contacts Info: https://www.facebook.com/ArreLuluMX?fref=ts
Post ID 215458 - Contacts Info: www.facebook.com/Paramount, @Paramount
Post ID 215459 - No se encontraron contactos.
Post ID 215460 - Contacts Info: contacto@platicapolinesia.com, www.facebook.com/platicapolinesia, @platicapolinesi
Post ID 215455 - Contacts Info: hello@walkingisgood.org, https://www.facebook.com/walkingisgood.org/, @walkingisgood
Post ID 215456 - Contacts Info: info@multicom.tv
Post ID 215457 - No se encontraron contactos.
Post ID 215452 - Contacts Info: info@tribecafilm.com, @Tribeca
Post ID 215453 - Contacts Info: www.facebook.com/360iagency, @360i
Post ID 215454 - Contacts Info: www.facebook.com/llorenteycuenca, @LlorenteyCuenca
Post ID 215450 - Contacts Info: info@fideliofilms.com, @Fideliofilms
Post ID 215451 - Contacts Info: www.facebook.com/ConagraBrands/, @ConagraBrands
Post ID 215447 - Contacts Info: nfo@cartagenainspira.com, https://www.facebook.com/cartagenainspira, @ctgena_Inspira
Post ID 215448 - Contacts Info: 1-703300-8311, 1-866345-0983, @iDirect
Post ID 215449 - Contacts Info: https://www.facebook.com/RenderFarmStudios, @RenderFarmStudi
Post ID 215444 - Contacts Info: 52-555568-33-44, info@monofilms.com
Post ID 215445 - No se encontraron contactos.
Post ID 215446 - No se encontraron contactos.
Post ID 215441 - No se encontraron contactos.
Post ID 215442 - Contacts Info: https://www.facebook.com/danielahoyosart/, @DanielaHoyosF
Post ID 215443 - Contacts Info: info@mincyt.gob.ar, https://www.facebook.com/TECtvOficial, @_TECtv
Post ID 215438 - Contacts Info: www.facebook.com/VivendiCreateJoy, @Vivendi
Post ID 215439 - Contacts Info: 5032565-0037, https://www.facebook.com/puya.web/
Post ID 215440 - No se encontraron contactos.
Post ID 215435 - Contacts Info: https://www.facebook.com/pg/movistarnicaragua/about/?ref=page_internal, @FTelefonicaNi
Post ID 215436 - Contacts Info: infonativo@goyanativo.com, www.facebook.com/GoyaEuropa, @GoyaEuropa
Post ID 215437 - Contacts Info: web.site@mindshareworld.com, www.facebook.com/Mindshare, @mindshare
Post ID 215432 - No se encontraron contactos.
Post ID 215433 - No se encontraron contactos.
Post ID 215434 - Contacts Info: info@WeAreMatterkind.com, hello@WeAreMatterkind, @Matterkind-Globa, @MatterKind
Post ID 215429 - Contacts Info: 52-559171-1699, contacto@awg.com.mx, https://www.facebook.com/AWG-Acoustics-Worksolution-Group-295134007602/
Post ID 215430 - No se encontraron contactos.
Post ID 215431 - Contacts Info: @RedeTV
Post ID 215427 - Contacts Info: usa@movile.com, www.facebook.com/Movile, @movileus
Post ID 215428 - No se encontraron contactos.
Post ID 215424 - Contacts Info: https://www.facebook.com/pg/SportsMax/
Post ID 215425 - Contacts Info: info@federalhill.tv
Post ID 215426 - Contacts Info: mavidal@olecom.com
Post ID 215421 - Contacts Info: 1-212706-4072
Post ID 215422 - No se encontraron contactos.
Post ID 215423 - Contacts Info: support@iflix.com, https://www.facebook.com/pg/iflix.Philippines/about/
